FUND,,Security Code,Name of Security,Quantity (Share),Buy/Sell,Broker,Trade Date,Settlement Date,Avg. Dealing Price
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,939 HK,CCB-H,3828000,Sell,CITIGROUP GLOBAL MARKET,6/3/2019,6/5/2019,6.17
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,1398 HK,ICBC-H,4000000,Sell,MORGAN STANLEY,6/3/2019,6/5/2019,5.5752
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,3 HK,HONG KG CHINA GS,150000,Buy,HAITONG SECURITIES COMPANY LIMITED,6/4/2019,6/6/2019,16.9593
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,SPY US,SPDR S&P 500 ETF,1982,Sell,CITIGROUP GLOBAL MARKET,6/3/2019,6/5/2019,274.8467
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,388 HK,HKEX,17000,Sell,GF SECURITIES BROKERAGE LIMITED,6/4/2019,6/6/2019,245.3365
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,914 HK,CONCH CEMENT-H,376000,Sell,CREDIT SUISSE,6/4/2019,6/6/2019,43.4561
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,2331 HK,LI NING CO LTD,570500,Sell,UBS,6/4/2019,6/6/2019,13.0104
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,939 HK,CCB-H,672000,Sell,GF SECURITIES BROKERAGE LIMITED,6/4/2019,6/6/2019,6.1319
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,2331 HK,LI NING CO LTD,680000,Sell,BANK OF AMERICA MERRILL LYNCH,6/4/2019,6/6/2019,12.8828
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,6098 HK,COUNTRY GARDEN S,1028000,Sell,UBS,6/4/2019,6/6/2019,15.7481
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,386 HK,SINOPEC CORP-H,2842000,Sell,CREDIT SUISSE,6/4/2019,6/6/2019,5.1614
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,667 HK,CHINA EAST EDUCA,217500,Buy,CHINA INTL CAPITAL CORP,6/5/2019,6/12/2019,11.25
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,667 HK,CHINA EAST EDUCA,2174500,Buy,CHINA INTL CAPITAL CORP,6/5/2019,6/12/2019,11.25
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,16 HK,SHK PPT,28000,Sell,CHINA CONSTRUCTION BANK,6/5/2019,6/10/2019,125.0429
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,1530 HK,3SBIO INC,152000,Sell,HAITONG SECURITIES COMPANY LIMITED,6/5/2019,6/10/2019,11.8902
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,1530 HK,3SBIO INC,161000,Sell,HAITONG SECURITIES COMPANY LIMITED,6/5/2019,6/10/2019,12.0301
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,939 HK,CCB-H,615000,Sell,HAITONG SECURITIES COMPANY LIMITED,6/5/2019,6/10/2019,6.1413
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,6098 HK,COUNTRY GARDEN S,1046000,Sell,CHINA CONSTRUCTION BANK,6/5/2019,6/10/2019,15.9038
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,388 HK,HKEX,11600,Buy,JP MORGAN,6/6/2019,6/11/2019,250.9655
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,6098 HK,COUNTRY GARDEN S,163000,Sell,CHINA MERCHANTS SECS 11490,6/6/2019,6/11/2019,15.9308
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,1398 HK,ICBC-H,564000,Sell,JP MORGAN,6/6/2019,6/11/2019,5.5468
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,6098 HK,COUNTRY GARDEN S,1536000,Sell,CHINA MERCHANTS SECS 11490,6/6/2019,6/11/2019,15.8236
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,2318 HK,PING AN,115500,Buy,BANK OF AMERICA MERRILL LYNCH,6/10/2019,6/12/2019,87.2468
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,291 HK,CHINA RESOURCES,138000,Buy,JP MORGAN,6/10/2019,6/12/2019,34.2906
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,3968 HK,CM BANK-H,283500,Buy,HAITONG SECURITIES COMPANY LIMITED,6/10/2019,6/12/2019,37.8132
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,6098 HK,COUNTRY GARDEN S,217000,Sell,CHINA INTL CAPITAL CORP,6/10/2019,6/12/2019,15.8618
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,6098 HK,COUNTRY GARDEN S,302000,Sell,JP MORGAN,6/10/2019,6/12/2019,15.9021
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,SPY US,SPDR S&P 500 ETF,1832,Buy,CITIGROUP GLOBAL MARKET,6/10/2019,6/12/2019,289.745
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,BABA US,ALIBABA GRP-ADR,3342,Buy,CITIGROUP GLOBAL MARKET,6/10/2019,6/12/2019,159.8192
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,388 HK,HKEX,14100,Buy,CITIGROUP GLOBAL MARKET,6/11/2019,6/13/2019,264.5348
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,388 HK,HKEX,20900,Buy,CITIGROUP GLOBAL MARKET,6/11/2019,6/13/2019,265.8201
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,700 HK,TENCENT,22400,Buy,GOLDMAN SACHS,6/11/2019,6/13/2019,342.1366
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,2313 HK,SHENZHOU INTL GP,66800,Buy,MORGAN STANLEY,6/11/2019,6/13/2019,96.6607
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,2318 HK,PING AN,72500,Buy,CHINA MERCHANTS SECS 11490,6/11/2019,6/13/2019,89.0434
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,2020 HK,ANTA SPORTS PROD,127000,Buy,CHINA MERCHANTS SECS 11490,6/11/2019,6/13/2019,51.2146
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,2319 HK,MENGNIU DAIRY,133000,Buy,MORGAN STANLEY,6/11/2019,6/13/2019,30.0169
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,1177 HK,SINO BIOPHARM,1081000,Buy,CITIGROUP GLOBAL MARKET,6/11/2019,6/13/2019,7.2144
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,939 HK,CCB-H,1419000,Buy,CHINA INTL CAPITAL CORP,6/11/2019,6/13/2019,6.3978
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,941 HK,CHINA MOBILE,54000,Sell,GF SECURITIES BROKERAGE LIMITED,6/11/2019,6/13/2019,69.7926
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,SPY US,SPDR S&P 500 ETF,1137,Buy,MORGAN STANLEY,6/11/2019,6/13/2019,289.5483
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,QQQ US,INVESCO QQQ TRUS,1797,Buy,MORGAN STANLEY,6/11/2019,6/13/2019,183.8564
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,FB US,FACEBOOK INC-A,1901,Buy,MORGAN STANLEY,6/11/2019,6/13/2019,178.3973
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,914 HK,CONCH CEMENT-H,82000,Buy,JP MORGAN,6/12/2019,6/14/2019,47.0323
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,3 HK,HONG KG CHINA GS,112000,Sell,JP MORGAN,6/12/2019,6/14/2019,17.1543
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,6055 HK,CHINA TOBACCO IN,1500000,Sell,GF SECURITIES BROKERAGE LIMITED,6/12/2019,6/14/2019,5.2628
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,6055 HK,CHINA TOBACCO IN,1700000,Sell,BANK OF AMERICA MERRILL LYNCH,6/12/2019,6/14/2019,5.4385
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,667 HK,CHINA EAST EDUCA,2174500,Sell,CHINA MERCHANTS SECS 11490,6/12/2019,6/14/2019,10.1035
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,823 HK,LINK REIT,27500,Buy,JP MORGAN,6/13/2019,6/17/2019,95.3082
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,2319 HK,MENGNIU DAIRY,66000,Buy,JP MORGAN,6/13/2019,6/17/2019,29.9583
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,2331 HK,LI NING CO LTD,136500,Buy,JP MORGAN,6/13/2019,6/17/2019,14.4156
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,16 HK,SHK PPT,31000,Sell,DAIWA CAPITAL,6/13/2019,6/17/2019,123.2887
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,2 HK,CLP HOLDINGS,49000,Sell,UBS,6/13/2019,6/17/2019,88.4566
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,2313 HK,SHENZHOU INTL GP,66800,Sell,UBS,6/13/2019,6/17/2019,97.228
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,941 HK,CHINA MOBILE,74500,Sell,JP MORGAN,6/13/2019,6/17/2019,68.6664
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,1530 HK,3SBIO INC,181500,Sell,DAIWA CAPITAL,6/13/2019,6/17/2019,12.5847
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,667 HK,CHINA EAST EDUCA,217500,Sell,DAIWA CAPITAL,6/13/2019,6/17/2019,10.1199
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,669 HK,TECHTRONIC IND,93000,Buy,CREDIT SUISSE,6/14/2019,6/18/2019,55.1218
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,939 HK,CCB-H,370000,Buy,MORGAN STANLEY,6/17/2019,6/19/2019,6.3648
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,823 HK,LINK REIT,33500,Buy,CHINA CONSTRUCTION BANK,6/18/2019,6/20/2019,96.9604
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,2318 HK,PING AN,38000,Buy,CHINA CONSTRUCTION BANK,6/18/2019,6/20/2019,87.923
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,2313 HK,SHENZHOU INTL GP,73300,Buy,HAITONG SECURITIES COMPANY LIMITED,6/18/2019,6/20/2019,98.0544
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,914 HK,CONCH CEMENT-H,78500,Buy,CITIGROUP GLOBAL MARKET,6/18/2019,6/20/2019,46.8627
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,2319 HK,MENGNIU DAIRY,114000,Buy,CLSA LIMITED,6/18/2019,6/20/2019,29.9504
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,1398 HK,ICBC-H,581000,Buy,CHINA CONSTRUCTION BANK,6/18/2019,6/20/2019,5.8513
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,669 HK,TECHTRONIC IND,26500,Buy,GF SECURITIES BROKERAGE LIMITED,6/19/2019,6/21/2019,58.8198
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,700 HK,TENCENT,38600,Buy,GOLDMAN SACHS,6/19/2019,6/21/2019,344.4547
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,388 HK,HKEX,47600,Buy,BANK OF AMERICA MERRILL LYNCH,6/19/2019,6/21/2019,277.1676
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,2318 HK,PING AN,72000,Buy,JP MORGAN,6/19/2019,6/21/2019,91.05
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,914 HK,CONCH CEMENT-H,136500,Buy,JP MORGAN,6/19/2019,6/21/2019,47.6068
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,3968 HK,CM BANK-H,160000,Buy,CHINA MERCHANTS SECS 11490,6/19/2019,6/21/2019,40.6441
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,2319 HK,MENGNIU DAIRY,266000,Buy,CHINA CONSTRUCTION BANK,6/19/2019,6/21/2019,30.2393
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,2319 HK,MENGNIU DAIRY,300000,Buy,HAITONG SECURITIES COMPANY LIMITED,6/19/2019,6/21/2019,30.5962
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,2601 HK,CHINA PACIFIC-H,426600,Buy,MORGAN STANLEY,6/19/2019,6/21/2019,30.2802
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,1088 HK,CHINA SHENHUA-H,492000,Buy,CITIGROUP GLOBAL MARKET,6/19/2019,6/21/2019,17.1031
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,1088 HK,CHINA SHENHUA-H,500000,Buy,CREDIT SUISSE,6/19/2019,6/21/2019,17.1415
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,939 HK,CCB-H,682000,Buy,UBS,6/19/2019,6/21/2019,6.53
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,66 HK,MTR CORP,107500,Sell,CHINA MERCHANTS SECS 11490,6/19/2019,6/21/2019,50.4298
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,3 HK,HONG KG CHINA GS,303000,Sell,UBS,6/19/2019,6/21/2019,17.2709
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,SPY US,SPDR S&P 500 ETF,1695,Buy,CLSA LIMITED,6/19/2019,6/21/2019,292.6602
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,QQQ US,INVESCO QQQ TRUS,3530,Buy,CLSA LIMITED,6/19/2019,6/21/2019,186.5479
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,1951 HK,JINXIN FERTILITY,838000,Buy,CLSA LIMITED,6/19/2019,6/25/2019,8.54
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,2313 HK,SHENZHOU INTL GP,16400,Buy,DAIWA CAPITAL,6/20/2019,6/24/2019,102.0591
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,388 HK,HKEX,18200,Buy,CLSA LIMITED,6/20/2019,6/24/2019,278.156
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,669 HK,TECHTRONIC IND,38000,Buy,CLSA LIMITED,6/20/2019,6/24/2019,58.1566
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,2020 HK,ANTA SPORTS PROD,41000,Buy,UBS,6/20/2019,6/24/2019,51.8378
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,2828 HK,HSCEI ETF,42600,Buy,HAITONG SECURITIES COMPANY LIMITED,6/20/2019,6/24/2019,109.8554
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,1299 HK,AIA,62000,Buy,GF SECURITIES BROKERAGE LIMITED,6/20/2019,6/24/2019,80.9261
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,2382 HK,SUNNY OPTICAL,66200,Buy,CHINA CONSTRUCTION BANK,6/20/2019,6/24/2019,79.3903
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,2828 HK,HSCEI ETF,76200,Buy,MORGAN STANLEY,6/20/2019,6/24/2019,109.726
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,2318 HK,PING AN,88500,Buy,UBS,6/20/2019,6/24/2019,93.0901
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,3188 HK,CHINAAMC 300-HKD,93200,Buy,CITIGROUP GLOBAL MARKET,6/20/2019,6/24/2019,44.6216
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,1299 HK,AIA,100000,Buy,BANK OF AMERICA MERRILL LYNCH,6/20/2019,6/24/2019,81.3869
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,3968 HK,CM BANK-H,158500,Buy,DAIWA CAPITAL,6/20/2019,6/24/2019,41.6393
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,291 HK,CHINA RESOURCES,172000,Buy,GOLDMAN SACHS,6/20/2019,6/24/2019,35.9186
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,3188 HK,CHINAAMC 300-HKD,200000,Buy,CHINA MERCHANTS SECS 11490,6/20/2019,6/24/2019,44.5775
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,2319 HK,MENGNIU DAIRY,242000,Buy,CITIGROUP GLOBAL MARKET,6/20/2019,6/24/2019,30.6661
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,1088 HK,CHINA SHENHUA-H,777000,Buy,GF SECURITIES BROKERAGE LIMITED,6/20/2019,6/24/2019,16.9434
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,1398 HK,ICBC-H,1866000,Buy,CHINA INTL CAPITAL CORP,6/20/2019,6/24/2019,5.9834
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,817 HK,CHINA JINMAO HOL,2458000,Buy,JP MORGAN,6/20/2019,6/24/2019,4.8069
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,2601 HK,CHINA PACIFIC-H,426600,Sell,CREDIT SUISSE,6/20/2019,6/24/2019,30.5527
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,3188 HK,CHINAAMC 300-HKD,113600,Buy,CITIGROUP GLOBAL MARKET,6/21/2019,6/25/2019,44.5227
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,1088 HK,CHINA SHENHUA-H,312000,Buy,CITIGROUP GLOBAL MARKET,6/21/2019,6/25/2019,17.0389
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,914 HK,CONCH CEMENT-H,354000,Buy,UBS,6/21/2019,6/25/2019,47.6708
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,291 HK,CHINA RESOURCES,468000,Buy,CHINA MERCHANTS SECS 11490,6/21/2019,6/25/2019,36.2985
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,6881 HK,CGS-H,1162000,Buy,JP MORGAN,6/24/2019,6/26/2019,4.5858
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,2020 HK,ANTA SPORTS PROD,49000,Buy,CHINA MERCHANTS SECS 11490,6/25/2019,6/27/2019,55.049
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,823 HK,LINK REIT,66000,Buy,CHINA CONSTRUCTION BANK,6/25/2019,6/27/2019,97.8447
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,2319 HK,MENGNIU DAIRY,152000,Buy,CLSA LIMITED,6/25/2019,6/27/2019,30.0819
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,1951 HK,JINXIN FERTILITY,542000,Buy,CREDIT SUISSE,6/25/2019,6/27/2019,9.611
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,1951 HK,JINXIN FERTILITY,1800000,Buy,HAITONG SECURITIES COMPANY LIMITED,6/25/2019,6/27/2019,10.2989
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,1951 HK,JINXIN FERTILITY,3338000,Buy,BANK OF AMERICA MERRILL LYNCH,6/25/2019,6/27/2019,10.248
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,388 HK,HKEX,19100,Sell,CLSA LIMITED,6/25/2019,6/27/2019,272.4304
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,19 HK,SWIRE PACIFIC-A,69500,Sell,CREDIT SUISSE,6/25/2019,6/27/2019,95.6867
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,3968 HK,CM BANK-H,167500,Sell,CHINA MERCHANTS SECS 11490,6/25/2019,6/27/2019,38.5567
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,3968 HK,CM BANK-H,217000,Sell,MORGAN STANLEY,6/25/2019,6/27/2019,39.5932
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,2331 HK,LI NING CO LTD,280000,Sell,MORGAN STANLEY,6/25/2019,6/27/2019,17.3711
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,1177 HK,SINO BIOPHARM,1081000,Sell,CHINA CONSTRUCTION BANK,6/25/2019,6/27/2019,7.8264
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,2331 HK,LI NING CO LTD,1131000,Sell,JP MORGAN,6/25/2019,6/27/2019,17.6641
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,291 HK,CHINA RESOURCES,124000,Buy,CITIGROUP GLOBAL MARKET,6/26/2019,6/28/2019,36.3024
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,1951 HK,JINXIN FERTILITY,538000,Buy,MORGAN STANLEY,6/26/2019,6/28/2019,9.6972
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,3968 HK,CM BANK-H,108000,Sell,CLSA LIMITED,6/26/2019,6/28/2019,38.3521
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,345 HK,VITASOY INTL HLD,142000,Buy,DAIWA CAPITAL,6/27/2019,7/2/2019,36.6521
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,1951 HK,JINXIN FERTILITY,254000,Buy,DAIWA CAPITAL,6/27/2019,7/2/2019,9.6576
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,1951 HK,JINXIN FERTILITY,280000,Buy,BANK OF AMERICA MERRILL LYNCH,6/27/2019,7/2/2019,9.6986
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,1951 HK,JINXIN FERTILITY,408000,Buy,DAIWA CAPITAL,6/27/2019,7/2/2019,9.6312
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,XS2021983411,CHN CONST BK/TKY,20500000,Buy,BANK OF CHINA,6/26/2019,7/5/2019,99.777469
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,XS2021983411,CHN CONST BK/TKY,32000000,Buy,BANK OF CHINA,6/26/2019,7/5/2019,99.777469
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,345 HK,VITASOY INTL HLD,88000,Buy,CITIGROUP GLOBAL MARKET,6/28/2019,7/3/2019,37.4739
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,1951 HK,JINXIN FERTILITY,572000,Sell,CREDIT SUISSE,6/28/2019,7/3/2019,9.0606
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,1951 HK,JINXIN FERTILITY,1266000,Sell,UBS,6/28/2019,7/3/2019,8.8612
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,388 HK,HKEX,19500,Buy,JP MORGAN,7/2/2019,7/4/2019,279.6718
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,1299 HK,AIA,33000,Buy,MORGAN STANLEY,7/2/2019,7/4/2019,85.9152
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,2828 HK,HSCEI ETF,64600,Buy,CITIGROUP GLOBAL MARKET,7/2/2019,7/4/2019,112.4303
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,3968 HK,CM BANK-H,96500,Buy,CLSA LIMITED,7/2/2019,7/4/2019,39.6459
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,3188 HK,CHINAAMC 300-HKD,102200,Buy,BANK OF AMERICA MERRILL LYNCH,7/2/2019,7/4/2019,45.6874
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,823 HK,LINK REIT,64500,Sell,MORGAN STANLEY,7/2/2019,7/4/2019,96.0027
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,1951 HK,JINXIN FERTILITY,544000,Sell,CLSA LIMITED,7/2/2019,7/4/2019,8.8294
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,2382 HK,SUNNY OPTICAL,30600,Buy,CREDIT SUISSE,7/3/2019,7/5/2019,85.4572
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,2020 HK,ANTA SPORTS PROD,47000,Buy,CREDIT SUISSE,7/3/2019,7/5/2019,55.0787
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,291 HK,CHINA RESOURCES,132000,Buy,CREDIT SUISSE,7/3/2019,7/5/2019,37.0326
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,817 HK,CHINA JINMAO HOL,518000,Buy,CREDIT SUISSE,7/3/2019,7/5/2019,4.88
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,SPY US,SPDR S&P 500 ETF,1698,Buy,CREDIT SUISSE,7/3/2019,7/8/2019,297.9
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,QQQ US,INVESCO QQQ TRUS,2699,Buy,CREDIT SUISSE,7/3/2019,7/8/2019,190.9076
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,1530 HK,3SBIO INC,550500,Buy,GF SECURITIES BROKERAGE LIMITED,7/4/2019,7/8/2019,14.232
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,2313 HK,SHENZHOU INTL GP,40500,Sell,JP MORGAN,7/4/2019,7/8/2019,109.5672
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,11 HK,HANG SENG BANK,43400,Sell,CHINA MERCHANTS SECS 11490,7/4/2019,7/8/2019,195.5106
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,1299 HK,AIA,83600,Buy,CHINA MERCHANTS SECS 11490,7/5/2019,7/9/2019,86.3867
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,66 HK,MTR CORP,241500,Buy,CHINA INTL CAPITAL CORP,7/5/2019,7/9/2019,53.8154
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,939 HK,CCB-H,837000,Sell,CHINA MERCHANTS SECS 11490,7/5/2019,7/9/2019,6.2649
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,2020 HK,ANTA SPORTS PROD,8000,Sell,CITIGROUP GLOBAL MARKET,7/8/2019,7/10/2019,51.5313
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,2020 HK,ANTA SPORTS PROD,17000,Sell,CHINA CONSTRUCTION BANK,7/8/2019,7/10/2019,51.1529
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,6098 HK,COUNTRY GARDEN S,218000,Sell,BANK OF AMERICA MERRILL LYNCH,7/8/2019,7/10/2019,18.1508
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,6881 HK,CGS-H,1162000,Sell,GOLDMAN SACHS,7/8/2019,7/10/2019,4.4312
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,1530 HK,3SBIO INC,165500,Buy,JP MORGAN,7/9/2019,7/11/2019,13.7169
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,2313 HK,SHENZHOU INTL GP,49200,Sell,UBS,7/9/2019,7/11/2019,106.0183
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,2020 HK,ANTA SPORTS PROD,81000,Sell,UBS,7/9/2019,7/11/2019,51.0377
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,3188 HK,CHINAAMC 300-HKD,65000,Sell,GOLDMAN SACHS,7/10/2019,7/12/2019,43.9931
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,3188 HK,CHINAAMC 300-HKD,113800,Sell,CHINA CONSTRUCTION BANK,7/10/2019,7/12/2019,44.0071
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,3188 HK,CHINAAMC 300-HKD,81600,Sell,MORGAN STANLEY,7/11/2019,7/15/2019,44.4429
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,939 HK,CCB-H,1746000,Sell,CITIGROUP GLOBAL MARKET,7/11/2019,7/15/2019,6.2116
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,XS2030328384,ICBC MACAU LTD,45000000,Buy,BANK OF CHINA,7/12/2019,7/19/2019,100
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,XS2030328384,ICBC MACAU LTD,55000000,Buy,BANK OF CHINA,7/12/2019,7/19/2019,100
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,3188 HK,CHINAAMC 300-HKD,248600,Sell,CHINA CONSTRUCTION BANK,7/12/2019,7/16/2019,44.4289
CLT-CLI HK BR (CLASS A-HK) Trust Fund,,1177 HK,SINO BIOPHARM,784000,Buy,CLSA LIMITED,7/15/2019,7/17/2019,8.8461
